OBJECTID;profileId;TIPO;EPIPEDON;ENDOPEDON;ORDEN;SUBORDEN;GRANGRUPO;SUBGRUPO;FAMILIA_TE;LATITUD;LONGITUD;pH.0_30_spline;pH.30_100_spline;pH.0_30_Sum.Pond;pH.30_100_Sum.Pond;DEM;AnHill;Slo;Aspect;Plan_Curv;Prof_Curv;Conv_Ind;Closs_Dep;TotCatchAr;TWI;LSfactor;CHBL;CND;VD;RSP;MRVBF;MRRTF;TRI;visSky;SkyVF;Pos_Op;Neg_Op;TPI;clima;tipo_relieve;ndvi
969;LS-038;OBSERVACION;MOLICO;CAMBICO;MOLISOL;USTOLLS;HAPLUSTOLLS;TYPIC HAPLUSTOLLS;FRANCA FINA;10.02822222;-73.54094444;6.950808643;6.646016894;6.933333333;5.421428571;63.14121628;0.819718778;0.047697477;1.572310686;-0.000196539;-0.000184202;-10.14343262;0;1855.238892;7.165177345;0.407464117;63.05677032;0.084445953;584.3481445;0.000144492;6.9322052;1.646840572;1.278489828;96.87319183;0.997351885;1.521680593;1.570150137;-0.959300041;3;17;0.569427334
970;LS-039;OBSERVACION;MOLICO;CAMBICO;MOLISOL;USTOLLS;HAPLUSTOLLS;FLUVENTIC HAPLUSTOLLS;FRANCA FINA;10.02722222;-73.53722222;7;7;7;7;63.12244415;0.705914259;0.080425605;5.351042747;-2.40E-05;-6.80E-05;-1.918475628;0;2731.541016;6.693919182;0.811393976;63.11764145;0.004802704;587.4716797;8.18E-06;6.335456848;3.775271654;2.159436226;95.34749603;0.994366586;1.497714996;1.570673585;-1.743501782;3;17;0.671826278
971;LS-040;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;AQUIC HAPLUSTEPTS;FINA;10.02777778;-73.52580556;6.642492514;7.017396643;6.683333333;6.4;70;0.738596976;0.052655909;5.961434841;0.000448002;5.78E-05;21.01870537;0;976.8180542;6.191153049;0.388939351;63.40161133;6.598388672;587.362793;0.011109125;6.925340176;3.374102354;1.897366643;99.59319305;0.998684347;1.564406157;1.46813333;3.952121258;3;5;0.760873055
972;LS-041;OBSERVACION;OCRICO;CAMBICO;ALFISOL;USTALFS;HAPLUSTALFS;VERTIC HAPLUSTALFS;FINA;10.03788889;-73.50855556;7.195410145;7.578443903;7.2;3.142857143;64.0357132;0.785398185;0.000174612;3.926990747;6.03E-05;-0.000132238;7.428968906;0;24534.05078;13.26780128;0.000433767;64.03176117;0.003952026;596.2148438;6.63E-06;6.964780807;0.743052006;0.003587033;99.23952484;0.999704003;1.558850765;1.570706606;-0.211168244;3;17;0.505732739
973;LS-042;OBSERVACION;OCRICO;CAMBICO;ALFISOL;AQUALFS;ENDOAQUALFS;VERTIC ENDOAQUALFS;FINA;10.03930556;-73.50536111;5.747679013;6.888793893;5.833333333;3.507142857;64.09098053;0.785398185;0.000174612;3.926990747;6.58E-05;-0.000182488;-26.91456223;0;122710.6797;14.8775692;0.000598521;64.09098053;0;597.1333008;0;6.964982986;0.058218736;0.003587033;99.42837524;0.999896228;1.561817288;1.570756078;-0.098693848;3;17;0.555423272
974;LS-043;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;FLUVENTIC HAPLUSTEPTS;FRANCA FINA;10.03855556;-73.49930556;6.008392705;6.493155172;6;2.785714286;64.18126678;0.785274804;0.000174459;4.712388992;4.05E-05;-0.000530067;2.471522808;0;65096.51953;14.59018421;0.000564447;64.18126678;0;601.1733398;0;6.962222576;0.35596171;0.003582574;98.03646088;0.99862045;1.539953113;1.570786119;-1.196906209;3;8;0.772493495
975;LS-044;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;FLUVENTIC HAPLUSTEPTS;FRANCA FINA;10.03827778;-73.50147222;6.503647267;6.765180734;6.5;6.578571429;64.14154816;0.785514891;0.020195201;0.781080067;4.74E-05;0.00014653;9.047174454;0;19129764;16.92116928;0.790195942;64.13915253;0.00239563;600.1279297;3.99E-06;6.964468479;0.025606368;0.54293853;97.95967102;0.998137534;1.538746953;1.570706129;-0.571843147;3;17;0.742408251
976;LS-045;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;FLUVENTIC HAPLUSTEPTS;FRANCA FINA;10.11652778;-73.46444444;6.126545484;7.930036207;6.3;7.857142857;78;0.822348893;0.068610564;1.325817704;-0.000291312;-0.000555186;-6.871400833;0;1086.421997;6.074354172;0.564971685;72.8940506;5.105949402;550.4536133;0.009190642;6.628858566;3.912521124;1.483239651;98.82275391;0.997684896;1.552304268;1.513168812;1.507843018;3;1;0.471221885
977;LS-046;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;FLUVENTIC HAPLUSTEPTS;FRANCA FINA;10.09366667;-73.42502778;6.802348993;6.900014363;6.8;6.907142857;77.05273438;0.830705106;0.045311894;2.371263504;-0.000358165;-2.02E-05;-28.24027634;0;10080.93457;8.564245224;0.499114871;76.88658905;0.166145325;588.6357422;0.000282175;6.940019608;4.805261612;1.082726121;97.97556305;0.99877286;NA;NA;-2.701441765;3;8;0.583250917
978;LS-047;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FINA;10.09322222;-73.42633333;5.996409717;6.571967092;6;6.6;76.09155273;0.774091184;0.035275899;4.270100117;0.000113417;-0.000220381;8.055848122;0;4635.427246;8.09790802;0.312353551;76.09155273;0;589.3066406;0;6.948204517;4.781480312;0.94524914;97.10391235;0.997358918;1.525304675;1.572641015;-1.969998598;3;1;0.76894887
979;LS-048;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;FLUVENTIC HAPLUSTEPTS;FRANCA FINA;10.09272222;-73.43019444;7;7;7;7;76;0.809709311;0.047927387;3.415367365;0.00018514;-0.000136821;11.98044014;0;1303.994263;6.599740982;0.366528094;75.35408783;0.64591217;587.6669922;0.001097906;6.936179638;4.42019558;1.019738317;98.32600403;0.998799324;1.544501305;1.557751894;-0.204686344;3;1;0.704601844
980;LS-049;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;FLUVENTIC HAPLUSTEPTS;FRANCA FINA;10.09711111;-73.42794444;6.48211069;6.945716709;6.5;6.928571429;78.01787567;0.810042202;0.052374322;1.252512813;0.000215882;0.000473858;14.34036636;0;8170.44873;8.322244644;0.590874195;75.98787689;2.029998779;583.5961914;0.003466373;6.921227932;4.646709442;1.404112935;96.10056305;0.99553591;1.509544134;1.560821772;-2.68775034;3;7;0.62830216
981;LS-050;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;FLUVENTIC HAPLUSTEPTS;FRANCA FINA;10.09463889;-73.42844444;6.5;6.5;6.5;6.5;76.04532623;0.785325885;0.000188818;4.319877148;-0.00019283;-7.31E-05;-1.208155394;0;140246.625;15.09039307;0.000691396;76.00441742;0.040908813;587.0703125;6.97E-05;6.96064806;4.759508133;0.003582574;98.46902466;0.998971939;1.546751499;1.569930911;-0.319619268;3;1;0.686918306
982;LS-051;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;FLUVENTIC HAPLUSTEPTS;FRANCA GRUESA;10.10183333;-73.42625;6.499309288;6.623804769;6.5;6.657142857;77.05273438;0.774447918;0.015699726;0.007863842;-3.06E-05;-0.000432744;3.005943775;0;5664.84375;9.387064934;0.120034799;76.80031586;0.252418518;582.0214844;0.000433505;6.959905148;4.789726257;0.423644125;97.9875946;0.998782575;1.539185524;1.568880081;-0.972565532;3;1;0.805574196
983;LS-052;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;FLUVENTIC HAPLUSTEPTS;FRANCA FINA;10.10327778;-73.42386111;6.827718953;6.610833559;6.833333333;6.614285714;77.10419464;0.762212455;0.033321224;4.708688736;-0.000223101;-0.00022076;-5.107818604;0;2590.306396;7.855837822;0.273208112;77.00770569;0.096488953;582.0151367;0.000165757;6.952374458;4.760557652;1.355594873;96.98141479;0.9973768;1.523380518;1.569762588;-1.214105725;3;1;0.829526684
984;LS-053;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;FLUVENTIC HAPLUSTEPTS;FRANCA GRUESA SOBRE ARCILLOSA;10.10983333;-73.43058333;6.754486431;6.52609761;6.75;6.535714286;76.01047516;0.773956716;0.016455408;4.701780319;-0.000194324;0.000117759;-7.25145483;0;78519.24219;11.96641541;0.21575956;74.65123749;1.359237671;574.8764648;0.002358822;6.953343391;3.844370842;0.442542434;97.4671402;0.997912943;1.53101027;1.566009521;-2.004757166;3;1;0.522461177
985;LT-001;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC  HAPLUSTEPTS;FINA;10.24255556;-73.28013889;6.696968296;6.524278249;6.7;6.485714286;98;0.798872352;0.060020342;0.982793748;0.000119194;0.000156465;0.846011698;0;1096.230835;6.083342552;0.463170111;93.72762299;4.272377014;535.8774414;0.007909615;6.750544548;2.966300488;1.732050776;98.91480255;0.998444736;1.568297625;1.505631804;1.174943209;3;8;0.596722521
986;LT-002;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FINA;10.23958333;-73.28538889;6.932154651;7.663737565;6.94;7.66;92.04442596;0.785398185;0.000174612;3.926990747;-0.000115411;-0.000159095;-18.05163002;0;329458.0625;15.8651886;0.000729227;92.04442596;0;540.8334961;0;6.910246372;0.03062669;0.003587033;98.93090057;0.99952817;1.554003;1.570351481;-0.290649831;3;8;0.380943633
987;LT-003;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;CALCIC HAPLUSTEPTS;FINA;10.25944444;-73.28769444;7.791386522;7.242028779;7.733333333;7.328571429;97;0.785223722;0.000188818;5.890673637;-2.22E-05;-0.00028314;6.834222794;0;900;10.04162979;0.000251882;95.87168121;1.128318787;523.9575195;0.002148827;6.897729397;2.891590357;0.853893697;99.00841522;0.999720633;1.555220485;1.538984656;0.768255293;3;9;0.439104628
988;LT-004;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;10.24086111;-73.28922222;6.122071892;6.202868211;6.126666667;3.1;92.03881836;0.831881166;0.051913008;2.828909636;-0.000199427;0.00011697;-16.36649513;0;2694.771729;7.224741936;0.468173623;91.72727203;0.311546326;538.0893555;0.000578651;6.827165604;0.193988174;1.392300129;96.7846756;0.996914744;1.520290136;1.56990099;-1.088050008;3;1;0.395416442
989;LT-035;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;DYSTRIC HAPLUSTEPTS;FINA;9.510805556;-73.96080556;4.734882242;6.728723112;4.766666667;6.707142857;80;0.798780382;0.05991802;0.981652081;5.18E-05;-0.000818485;0.03192443;0;1384.515137;6.318297386;0.484214425;77.72637939;2.273620605;549.5566406;0.004120145;2.467164516;1.799728274;1.339434385;98.38552856;0.99832648;1.545436263;1.523354888;0.426375926;3;4;0.331449032
990;LT-036;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;DYSTRUSTEPTS;TYPIC DYSTRUSTEPTS;FINA;9.513583333;-73.96072222;4;4;4;0.571428571;79;0.750343442;0.03707885;5.172008038;0.000141323;0.000123832;3.021976233;0;1503.936646;6.916352749;0.265755117;75.42720032;3.572799683;552.3359375;0.006426954;5.188267231;6.348515511;0.769991696;98.96710968;0.999268174;1.554571748;1.545408249;0.239412263;3;4;0.278039114
991;LT-037;OBSERVACION;OCRICO;NO HAY;ENTISOL;ORTHENTS;USTORTHENTS;TYPIC USTORTHENTS;ARENOSA SOBRE FRAGMENTAL;9.463194444;-74.05777778;6.550987274;7.012554968;6.566666667;4;105;0.726618528;0.060020342;5.300391674;0.000397265;-9.67E-05;20.43255806;0;1096.921143;6.083971977;0.463228434;93.35811615;11.64188385;490.8037109;0.023170436;0.03324483;2.160696745;1.483239651;99.17443848;0.99874264;1.558115721;1.5185076;2.133627176;3;4;0.534293772
992;LT-038;OBSERVACION;MOLICO;CAMBICO;MOLISOL;USTOLLS;HAPLUSTOLLS;FLUVENTIC HAPLUSTOLLS;FRANCA FINA;9.494361111;-74.07911111;6.500163667;6.698157787;6.5;6.221428571;84.09027863;0.774636686;0.015125637;6.271643639;-0.000145579;-0.000125536;-19.56773949;0;1219014.625;14.79223442;0.334601432;84.09289551;-0.002616882;534.9648438;-4.89E-06;3.900021076;0.120372154;0.406854421;97.97384644;0.998822868;1.538969636;1.56848228;-0.535674214;3;7;0.543024553
993;LT-039;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;9.479027778;-74.07205556;6.489872121;7.301293551;6.5;7.292857143;84;0.833510458;0.066568166;3.141592741;-0.000308335;-0.000168163;-5.594346046;0;12406.2041;8.732804298;0.918899715;82.67783356;1.322166443;523.9555664;0.002517081;4.503024101;0.099386699;1.264911056;98.00933075;0.997962475;1.539527059;1.539267421;-0.223017514;3;4;0.404140127
994;LT-040;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;9.444972222;-73.84544444;6.177833582;6.511680244;6.183333333;1.485714286;48.0462265;0.773752868;0.03695051;0.447118014;-0.00042182;7.91E-05;-37.20281982;0;943796.125;13.36595726;0.960349023;48.0462265;0;547.1435547;0;6.928569317;3.742745876;2.017883301;94.91117859;0.992002904;1.490861297;1.568553567;-3.472826242;3;4;0.562679466
995;LT-041;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;9.446666667;-73.8615;6.606928476;7.467348374;6.616666667;7.464285714;56.01047134;0.762183309;0.033233799;4.712388992;-0.000468268;8.52E-05;-20.89656639;0;1718.577637;7.451874733;0.251012117;51.73385239;4.276618958;538.1123047;0.007884783;7.724412918;4.276507854;0.889747322;97.56900024;0.998508334;1.532610178;1.558790922;-0.993076622;3;4;0.52892092
996;LT-042;OBSERVACION;OCRICO;NO HAY;ENTISOL;PSAMMENTS;USTIPSAMMENTS;TYPIC USTIPSAMMENTS;N/A;9.445888889;-73.87852778;5.089588172;6.01424143;5.1;3.342857143;60;0.715123236;0.074398026;5.81953764;0.000204266;-0.000278644;2.183511972;0;5213.103027;7.460318089;0.841611624;57.81403732;2.185962677;531.2207031;0.004098116;1.11942625;0.025554556;1.414213538;96.90445709;0.997304678;1.522171617;1.542029381;-1.40892899;3;5;0.547274433
997;LT-043;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;9.454972222;-73.89008333;6.823917655;7.321255362;6.833333333;6.792857143;61;0.773854136;0.037010483;0.450488627;-0.000509948;-0.000179474;-35.58291626;0;121713.6563;11.31491566;0.638754666;59.91878891;1.08121109;535.2363281;0.00201599;7.675365925;5.491513252;0.99253428;96.9938736;0.996953905;1.52357614;1.560998082;-1.519628763;3;4;0.466619274
998;LT-044;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FINA;9.563305556;-74.04936111;6.679774381;8.066035872;6.85;8;121;0.809288979;0.033321109;3.138975859;0.000144237;4.83E-05;3.76872468;0;7979.414063;8.982007027;0.342222929;111.6478882;9.352111816;542.6367188;0.016942574;7.643915176;6.923522949;0.89443028;97.26448822;0.997772038;1.527826905;1.542939425;-1.02865231;3;4;0.386525828
999;LT-045;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;9.549138889;-74.03933333;6.998811408;7.97723767;7;4.557142857;108;0.773747087;0.016665353;0.005233717;0.000153246;0.00011458;5.268908978;0;1704.486084;8.128946304;0.10207279;104.7561569;3.243843079;546.4008789;0.005901709;7.17032671;6.860677719;0.447219729;98.1687088;0.998767257;1.542030454;1.55105567;0.426317364;3;4;0.415730028
1000;LT-046;OBSERVACION;MOLICO;CAMBICO;MOLISOL;USTOLLS;HAPLUSTOLLS;TYPIC HAPLUSTOLLS;FRANCA FINA;9.530916667;-74.02913889;6.504772725;6.820854819;6.5;6.821428571;95.01047516;0.738656938;0.05257339;5.96091032;0.00023822;-8.54E-05;6.529157162;0;7828.697754;8.273714066;0.588504314;93.93533325;1.075141907;547.4145508;0.001960186;7.277573586;6.859599113;1.665812373;96.25080109;0.99644208;1.511904001;1.56458509;-2.369576931;3;4;0.439177054
1001;LT-047;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;9.5205;-74.01713889;6.796415977;7.515018985;6.8;2.142857143;93;0.773831844;0.016454482;4.712388992;0.000198526;-5.37E-06;7.846025944;0;900;7.508264542;0.088451117;87.79830933;5.201690674;542.4580078;0.009498035;7.820449829;6.96338129;1.178948045;99.45620728;0.999709427;1.562254429;1.508863568;2.713917255;3;4;0.411117938
1002;LT-048;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;9.514277778;-73.98211111;6.402745461;7.008105898;6.433333333;7;81.02310944;0.809013546;0.033023395;1.570796371;-2.36E-05;1.97E-05;-5.441346645;0;11582.01855;9.366187096;0.36461395;78.74271393;2.280395508;550.3837891;0.004126186;6.066953659;6.759492874;0.884096503;97.5321579;0.998150289;1.532031655;1.566898584;-1.067503214;3;7;0.564535505
1003;LT-049;OBSERVACION;OCRICO;NO HAY;ENTISOL;PSAMMENTS;UDIPSAMMENTS;TYPIC UDIPSAMMENTS;N/A;9.245083333;-73.93377778;5.450680639;5.777049886;5.5;5.792857143;56;0.836505115;0.105021432;1.24904573;0.000604504;0.000157406;27.54995155;0;1125.60376;5.639780521;0.979938924;49.47787094;6.522129059;348.7397461;0.018358652;0.0182935;0.94752872;2.097617626;98.39154053;0.996500313;1.545555353;1.502978563;2.781378269;1;4;0.521104147
1004;LT-050;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;UDEPTS;DYSTRUDEPTS;TYPIC DYSTRUDEPTS;FINA;9.233416667;-73.91633333;4.680241728;5.065652318;4.633333333;5.064285714;52;0.77368468;0.016665123;4.712388992;0.000298111;-0.000221045;4.811323643;0;900;7.495542049;0.089925788;43.18327332;8.816726685;341.0039063;0.025203563;2.336501122;1.97541666;1.183215976;99.00072479;0.999503493;1.555099726;1.51277101;2.913984299;1;4;0.384204573
1005;LT-051;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;UDEPTS;DYSTRUDEPTS;TYPIC DYSTRUDEPTS;FINA;9.22475;-73.90569444;4;4;4;3.6;43;0.738596976;0.052655909;5.034139633;-0.000109935;-2.56E-06;-3.201229572;0;5001.416504;7.824329376;0.539184928;37.20101547;5.798984528;340.8110352;0.016730573;5.086400032;2.967231512;1.095445156;97.49060059;0.997485161;1.531378746;1.538080335;-0.906034708;1;4;0.35304634
1006;LT-053;OBSERVACION;OCRICO;NO HAY;ENTISOL;AQUENTS;FLUVAQUENTS;TYPIC FLUVAQUENTS;ARENOSA SOBRE FRANCA;9.353722222;-73.85081944;5.363741093;5.764784491;5.3;4.685714286;38.05273056;0.751171052;0.049118042;4.715939045;2.63E-06;8.62E-05;1.556720257;0;7406.061523;8.518043518;0.558093965;37.55414963;0.498580933;485.1499023;0.001026629;7.923790932;5.173801899;1.318063498;97.45600891;0.997308433;1.53083539;1.568705678;-1.087184548;3;5;0.684930286
1007;LT-054;OBSERVACION;OCRICO;NO HAY;ENTISOL;PSAMMENTS;USTIPSAMMENTS;TYPIC USTIPSAMMENTS;N/A;9.391583333;-73.86663889;6.514168959;6.283077266;6.5;5.392857143;47;0.727441907;0.068322919;6.03715086;-0.000132832;-0.000285042;-7.591466904;0;1417.661865;6.344055176;0.59254086;42.38671494;4.613285065;504.6357422;0.009058996;7.707334995;2.947480679;1.336324573;97.88648224;0.998207986;1.537597299;1.529568553;-0.084238723;3;5;0.687560518
1008;LT-055;OBSERVACION;OCRICO;NO HAY;ENTISOL;ORTHENTS;USTORTHENTS;TYPIC USTORTHENTS;FRANCA GRUESA;9.369058333;-73.87023889;5.034325652;5.338208895;5.05;5.328571429;53.02004623;0.808542907;0.023144759;2.356194496;-4.97E-05;-0.00048332;-61.93768311;0;3151.924805;8.073805809;0.165219396;45.84554672;7.174499512;479.3793945;0.014745539;7.741427422;3.886816978;0.619778693;97.82606506;0.998618484;1.536648273;1.556971431;-1.040396214;3;4;0.744443779
1009;LT-056;OBSERVACION;OCRICO;NO HAY;ENTISOL;ORTHENTS;UDORTHENTS;TYPIC UDORTHENTS;FRANCA GRUESA;9.071777778;-73.70213889;5.00767636;4.830034393;5;4.837142857;53;0.752165973;0.068238653;0.246345699;7.80E-05;-0.000113507;3.508441448;0;2040.532959;6.709309101;0.636268795;48.93422318;4.065776825;334.4238281;0.012011526;1.902292609;3.935972452;1.334771991;97.47168732;0.997577131;1.531081676;1.553077698;-0.786882877;1;4;0.61854975
1010;LV-001;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA GRUESA;9.67219;-74.61586;6.135441087;6.543807344;6.183333333;2.6;76;0.762993753;0.052655909;0.321750551;-0.000111426;7.15E-05;-4.116197586;0;9697.87207;8.486515045;0.615537405;69.55517578;6.444824219;697.8959961;0.00915015;1.945990801;4.925678253;1.095445156;97.55537415;0.998222828;1.532396197;1.550700307;-0.83914578;3;4;0.419064387
1011;LV-002;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;FLUVENTIC HAPLUSTEPTS;FRANCA FINA;9.67239;-74.60686;6.518625932;5.887564311;6.5;5.914285714;65;0.797336817;0.016665582;1.578204274;-0.000653982;1.30E-06;-27.10309601;0;1043.493896;7.636096001;0.092493363;63.88964081;1.110359192;708.6064453;0.00156451;3.829058647;5.480935097;0.772688627;98.50128937;0.999207675;1.547254682;1.54641211;0.077250093;3;7;0.549267307
1012;LV-003;OBSERVACION;OCRICO;NO HAY;ENTISOL;ORTHENTS;USTORTHENTS;TYPIC USTORTHENTS;ESQUELETICA ARENOSA;9.6706;-74.598;6.5;6.5;6.5;1.392857143;71;0.76224345;0.033146601;6.283185482;0.000163002;-0.000316082;13.75163841;0;1015.512451;6.92840004;0.2251724;56.4830246;14.5169754;701.1220703;0.020285333;4.869065762;4.118243694;0.889742553;99.18074799;0.998950124;1.557927489;1.522223473;0.836564124;3;4;0.541555618
1013;LV-005;OBSERVACION;OCRICO;Sin dato;INCEPTISOL;USTEPTS;DYSTRUSTEPTS;TYPIC DYSTRUSTEPTS;FINA;9.69671;-74.61847;5.5;5.5;5.5;2.435714286;74;0.868233144;0.0895129;2.761086226;9.01E-06;0.000452505;-2.285302401;0;2124.304932;6.408436775;0.899645746;69.26811218;4.731887817;713.3754883;0.006589388;0.88433677;0.040435772;1.732050776;96.73513031;0.996035278;1.519511819;1.531432867;-0.055444874;3;4;0.654126345
1014;LV-006;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;DYSTRUSTEPTS;AQUIC DYSTRUSTEPTS;ARENOSA;9.79125;-74.63104;6;6;6;4.8;96;0.773747087;0.016665353;0.005233717;2.53E-05;0.00016373;-6.811805725;0;400434.7813;13.58823299;0.304156899;95.12206268;0.877937317;743.1791992;0.001179933;3.809599161;4.856124401;0.447219729;98.49520111;0.999248445;1.547158957;1.557694554;-0.246332318;3;7;0.483723576
1015;LV-007;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;9.79205;-74.62638;6.59686908;7.01875974;6.616666667;3.2;100;0.762208223;0.033197664;4.712388992;-0.000305194;0.000151733;-11.08561802;0;900;6.806105614;0.22023958;94.02006531;5.979934692;739.5029297;0.008021559;1.764624357;0.703064084;1.092741728;98.65192413;0.99908483;1.549620867;1.537927628;0.486003369;3;4;0.740615496
1016;LV-008;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;9.79835;-74.63575;6.322034754;6.859147031;6.35;4.392857143;106;0.809228718;0.033320997;1.570796371;-8.91E-05;-0.000176936;-4.974664688;0;2343.453857;7.759381294;0.267985314;102.0288696;3.971130371;737.2958984;0.00535722;2.553172112;0.032682594;0.632455528;98.41452789;0.999116063;1.545891762;1.54820168;-0.138931483;3;4;0.472918627
1017;LV-009;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;OXYAQUIC HAPLUSTEPTS;FRANCA FINA;9.79393;-74.63587;6.639453594;7.08565724;6.666666667;0.9;102;0.82131964;0.049958397;3.141592741;-0.000151861;0.000112867;-5.211421967;0;1397.917725;6.837274075;0.40903765;100.0055618;1.994438171;738.7832031;0.002692357;3.25417161;0.158763424;1;98.88259888;0.999047875;1.553244233;1.537968755;0.804837227;3;7;0.621749592
1018;LV-010;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;VERTIC HAPLUSTEPTS;FRANCA FINA;9.81076;-74.63322;6.498970689;6.767560157;6.5;6.778571429;109;0.726618528;0.060020342;5.300391674;-0.000143137;-0.000393481;-3.696124077;0;8481.407227;8.129341125;0.697354674;97.36894226;11.63105774;740.8891602;0.01545614;1.837120891;0.015093281;1.483239651;95.19568634;0.992581844;1.495330334;1.547124743;-3.216216326;3;4;0.490605833
1019;LV-011;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;VERTIC HAPLUSTEPTS;FRANCA FINA;9.82399;-74.65753;7.010549721;6.638968954;7;6.55;105;0.762123168;0.033320997;6.283185482;-0.000240103;-0.000526829;-5.228226662;0;829546.6875;13.62863445;0.866778016;105;0;752.6113281;0;3.669011831;0.002766144;1.095445156;95.70851135;0.994885623;1.503385782;1.562023163;-2.749650478;3;4;0.577286274
1020;LV-012;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;DYSTRUSTEPTS;TYPIC DYSTRUSTEPTS;FINA;9.82622;-74.65447;5.48623348;5.916016184;5.5;5.907142857;106;0.730328977;0.101034187;4.547240257;-0.000311532;-0.000389567;-3.94738555;0;34311.03516;9.190459251;1.881248355;105.2908859;0.709114075;752.7353516;0.000941163;0.916193604;0.017044598;2.323790073;94.91649628;0.991692126;1.490944862;1.553377628;-2.346711159;3;4;0.431551612
1021;LV-013;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;VERTIC HAPLUSTEPTS;FINA;9.82455;-74.64973;6.932833707;7.541583749;7.033333333;6.321428571;105;0.797851801;0.037211686;3.603144646;0.000117959;-8.22E-05;3.982133389;0;1681.808716;7.023906231;0.272993684;103.3170242;1.682975769;752.7666016;0.002230733;3.957513571;0.670365751;0.773247659;97.45091248;0.997678816;1.530755281;1.549472809;-0.137126401;3;4;0.510909598
