OBJECTID;profileId;TIPO;EPIPEDON;ENDOPEDON;ORDEN;SUBORDEN;GRANGRUPO;SUBGRUPO;FAMILIA_TE;LATITUD;LONGITUD;pH.0_30_spline;pH.30_100_spline;pH.0_30_Sum.Pond;pH.30_100_Sum.Pond;DEM;AnHill;Slo;Aspect;Plan_Curv;Prof_Curv;Conv_Ind;Closs_Dep;TotCatchAr;TWI;LSfactor;CHBL;CND;VD;RSP;MRVBF;MRRTF;TRI;visSky;SkyVF;Pos_Op;Neg_Op;TPI;clima;tipo_relieve;ndvi
917;LAS-101;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;ARCILLOSA SOBRE FRANCA;9.826129722;-73.63285472;5.999389346;6.174312133;6;6.142857143;63;0.766446769;0.096878305;0.540419519;0.000172209;-2.00E-05;1.299249053;0;938.4859619;5.45797348;0.837408423;51.2603035;11.7396965;670.7612305;0.017200997;0.03863246;0.98319304;2.280350924;99.24597168;0.995522439;1.559153795;1.472467422;3.344069719;3;8;0.785862049
918;LAS-102;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;9.824559167;-73.6309375;5.981751027;6.436365857;6;6.428571429;54.01787567;0.785496056;0.000178219;3.345634699;0.000142277;-0.000146007;9.761386871;0;17377.5957;13.10238457;0.000430958;51.5571022;2.460773468;680.5336914;0.003602919;7.500902176;4.975626469;0.003450198;98.33410645;0.999223709;1.544628501;1.565569401;-0.132051319;3;1;0.648789836
919;LAS-103;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA SOBRE ARCILLOSA;10.00788889;-73.56805583;5.482849036;5.855409747;5.5;3.171428571;65;0.753679693;0.0895129;4.331882477;0.000277597;0.000321099;6.749612331;0;1494.620117;6.056864262;0.838560343;62.21068192;2.789318085;581.7822266;0.00477156;1.649848342;0.147073567;1.732050776;97.07815552;0.995542645;1.524900079;1.538172245;0.151681438;3;8;0.485184568
920;LAS-104;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;AQUIC HAPLUSTEPTS;ARCILLOSA SOBRE FRANCA;10.00756944;-73.56601222;6.580900084;7.008114939;6.6;7;69;0.798872352;0.060020342;0.982793748;2.10E-06;0.000103031;-1.873195648;0;900;5.886104107;0.445254833;62.45173264;6.548267365;579.1821289;0.011179661;6.841962337;3.856892347;2.323790073;99.76868439;0.997990966;1.567195535;1.479556799;3.458434582;3;8;0.564921735
921;LAS-105;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;FLUVENTIC HAPLUSTEPTS;ARCILLOSA SOBRE ARENOSA;10.05540611;-73.52716167;5.982870549;6.391516781;6;6.421428571;66.06754303;0.785223722;0.000188818;5.104900837;-0.000556225;-0.000556429;-17.34627724;0;3995.120605;11.53206444;0.000339355;65.65194702;0.415596008;569.8457031;0.000728782;6.93923378;3.952862024;0.003582574;97.51956177;0.997728944;1.531833649;1.568979621;-1.082744956;3;7;0.627620941
922;LAS-106;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;ARCILLOSA;10.05719667;-73.52711667;7.09876559;7.897567542;7.166666667;7.864285714;70;0.703170121;0.08314123;5.6396842;0.000106026;0.000274231;83.05866241;0;1406.14209;5.99584198;0.741654813;65.5867691;4.413230896;564.5214844;0.007757008;4.818911552;1.741663456;1.612451553;97.69185638;0.997267187;1.534540176;1.516918659;1.505831718;3;17;0.652856373
923;LAS-107;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA SOBRE ARCILLOSA;10.05726278;-73.52364028;6.167496578;6.977702705;6.183333333;6.971428571;78;0.832503736;0.047105581;2.356194496;0.000796907;0.000388972;43.96234131;0;943.1778564;6.156107426;0.32682237;65.85826874;12.14173126;558.824707;0.021265227;6.931190491;3.984085083;1.549193382;99.72111511;0.999038577;1.567173958;1.46659255;5.078748226;3;5;0.772507861
924;LAS-108;OBSERVACION;OCRICO;CAMBICO;ALFISOL;USTALFS;HAPLUSTALFS;INCEPTIC HAPLUSTALFS;FRANCA GRUESA SOBRE ARCILLOSA;10.05828944;-73.52115417;6.400553629;7.841502421;6.4;7.835714286;72;0.785652816;0.022570333;3.926990747;-0.000161835;-2.90E-05;-13.13139439;0;900;6.845572948;0.124453671;66.03430176;5.965698242;565.6113281;0.01043726;6.955816746;3.98963356;1.390359521;99.57072449;0.999670982;1.564053178;1.5236516;1.382797837;3;17;0.741544725
925;LAS-109;OBSERVACION;OCRICO;NO HAY;ENTISOL;ORTHENTS;USTORTHENTS;TYPIC USTORTHENTS;ARCILLOSA SOBRE ESQUELETICA FRANCA;10.10389639;-73.71035056;6;6;6;2.571428571;143.0326843;0.786511064;0.046423927;0.786176205;-0.000270455;-3.64E-05;-9.950784683;0;7250.616211;8.210292816;0.48221913;142.4474335;0.585250854;305.6962891;0.001910826;3.486816168;0.183645993;1.244242311;96.09571838;0.99571234;1.509467959;1.562968135;-1.196524501;3;17;0.481297261
926;LAS-110;OBSERVACION;OCRICO;NO HAY;ENTISOL;ORTHENTS;USTORTHENTS;TYPIC USTORTHENTS;FINA;10.097275;-73.69536389;6.274480986;6.255869257;6.25;4.028571429;128.0126343;0.774330437;0.036974911;0.463650674;-3.31E-05;-4.51E-06;-9.796126366;0;20377.10352;9.52413559;0.445823103;123.8978577;4.114776611;299.9130859;0.013534209;2.115350723;3.490220785;0.992425919;96.31420898;0.995991945;1.512900114;1.557159543;-0.941204369;3;17;0.438546296
927;LAS-111;OBSERVACION;N/A;NA;NA;NA;NA;NA;NA;10.08680278;-73.68729722;NA;NA;NA;NA;114;0.821256101;0.049871385;3.141592741;-0.00022319;-0.000197071;-6.117770672;0;2422.623779;7.388887405;0.455554992;107.042244;6.957756042;342.015625;0.019937785;1.953292727;0.029464167;0.998955429;97.25885773;0.997941971;1.527738571;1.551671743;-1.542214513;3;4;0.559349027
928;LAS-112;OBSERVACION;OCRICO;NO HAY;ENTISOL;ORTHENTS;USTORTHENTS;TYPIC USTORTHENTS;ESQUELETICA FRANCA SOBRE FRAGMENTAL;10.08798611;-73.68625833;5.5;NA;3.116666667;NA;122;0.800483584;0.08314123;3.785093784;0.000228704;0.000726344;3.958832741;0;1924.824463;6.309827328;0.789721966;108.7079773;13.29202271;330.105957;0.038707342;0.893576145;0.304839462;1.612451553;97.70721436;0.997432411;1.534781337;1.518502712;0.673908949;3;4;0.483566077
929;LAS-113;OBSERVACION;OCRICO;NO HAY;ENTISOL;ORTHENTS;USTORTHENTS;TYPIC USTORTHENTS;ESQUELETICA FRANCA SOBRE FRAGMENTAL;10.08876444;-73.68337361;4.990676271;4.506840008;5;2.057142857;117;0.811388969;0.073945999;3.601950884;-0.000312609;-0.000491504;-18.94970131;0;1134.013672;5.94212532;0.615570009;109.4021072;7.597892761;332.9384766;0.022311546;0.124820642;0.943217456;1.538071632;98.30460358;0.997418702;1.544165134;1.520581245;0.613256276;3;4;0.442030347
930;LE-045;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;CALCIC HAPLUSTEPTS;ESQUELETICA ARCILLOSA;9.521194444;-73.94122222;6.731579724;8.049502834;6.8;4.8;82;0.681843221;0.120744929;4.990688801;0.000317164;0.000634374;14.78246975;0;1553.369751;5.84410429;1.25777185;74.18595123;7.814048767;554.90625;0.013886204;0.211011291;0.261873424;2.323790073;97.13006592;0.99563086;1.52571547;1.4992733;1.91459465;3;4;0.383252596
931;LE-046;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;CALCIC HAPLUSTEPTS;ESQUELETICA ARCILLOSA;9.521277778;-73.94119444;6.591248508;7.010809014;6.6;2.9;82;0.681843221;0.120744929;4.990688801;0.000317164;0.000634374;14.78246975;0;1553.369751;5.84410429;1.25777185;74.18595123;7.814048767;554.90625;0.013886204;0.211011291;0.261873424;2.323790073;97.13006592;0.99563086;1.52571547;1.4992733;1.91459465;3;4;0.383252596
932;LE-047;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;ESQUELETICA FRANCA;9.521361111;-73.94116667;6.165889647;6.502991588;6.166666667;3.807142857;81;0.663569272;0.165957361;4.812057495;0.00039022;0.000793811;4.336087227;0;1715.034668;5.742440701;1.982076764;73.93525696;7.064743042;556.0786133;0.012545194;0.06468913;0.021890838;3.255764008;96.87313843;0.992158294;1.52167964;1.489184737;1.34925282;3;4;0.375875408
933;LE-048;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;ESQUELETICA FRANCA SOBRE FRAGMENTAL;9.521444444;-73.94116667;6.5;6.5;6.5;0.557142857;81;0.663569272;0.165957361;4.812057495;0.00039022;0.000793811;4.336087227;0;1715.034668;5.742440701;1.982076764;73.93525696;7.064743042;556.0786133;0.012545194;0.06468913;0.021890838;3.255764008;96.87313843;0.992158294;1.52167964;1.489184737;1.34925282;3;4;0.375875408
934;LE-049;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;VERTIC HAPLUSTEPTS;FINA;9.565;-74.00183333;6.399614872;8.004174142;6.4;3.657142857;116;0.717655778;0.099668652;4.712388992;-0.000261803;0.000797988;-3.596776724;0;2301.378662;6.642651558;1.107387304;102.7355881;13.26441193;547.4584961;0.023655912;0.479111284;0.229370207;2;96.57868958;0.995754361;1.517054558;1.514848113;-0.081081077;3;4;0.511824314
935;LE-050;OBSERVACION;MOLICO;CAMBICO;MOLISOL;USTOLLS;HAPLUSTOLLS;TYPIC HAPLUSTOLLS;ARCILLOSA SOBRE FRAGMENTAL;9.556694444;-73.99563889;7.407547863;7.998178958;7.4;1.142857143;102;0.82131964;0.049958397;3.141592741;9.90E-05;-0.000138403;4.141984463;0;964.5268555;6.466172695;0.379778028;97.46157837;4.538421631;556.2709961;0.008092627;2.978973866;6.306726456;2.144761086;98.17950439;0.998160422;1.542199969;1.490436196;2.548118353;3;7;0.626647485
936;LE-051;OBSERVACION;MOLICO;CAMBICO;MOLISOL;USTOLLS;HAPLUSTOLLS;TYPIC HAPLUSTOLLS;FRANCA FINA;9.556944444;-73.99491667;7.009300643;7.381818041;7;7.385714286;98.03358459;0.762659967;0.032726254;4.70705986;-8.38E-05;0.00023983;-9.825708389;0;741763.25;13.52950764;0.827118754;98.03358459;0;560.3950195;0;3.012248278;6.566161633;0.879414439;96.54376984;0.995605767;1.516505957;1.565594316;-2.250662804;3;7;0.699887084
937;LE-052;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;VERTIC HAPLUSTEPTS;FINA;9.53525;-73.99386111;6.700189527;7.943446715;6.733333333;3.614285714;99;0.774252594;0.03725056;0.463647604;0.000444612;-2.27E-05;8.150108337;0;900;6.396929741;0.241198242;87.60318756;11.39681244;545.8808594;0.020450868;0.596869886;1.987909794;1.843908906;99.40249634;0.999415815;1.561879396;1.46359086;5.484978676;3;4;0.492472509
938;LE-053;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;FLUVENTIC HAPLUSTEPTS;FRANCA FINA;9.471472222;-74.01783333;6.5;6.5;6.5;6.5;94.04099274;0.785521626;0.000174586;1.570796371;-0.000346291;-5.82E-05;-47.04028702;0;698198.875;16.96281624;0.000908069;94.03596497;0.005027771;507.3320313;9.91E-06;7.666187286;6.918074131;0.003584804;98.73019409;0.999533951;1.550850272;1.567774296;-0.236736193;3;7;0.489054347
939;LE-054;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;FLUVENTIC HAPLUSTEPTS;FRANCA FINA;9.461055556;-74.01913889;6.5;6.5;6.5;3.621428571;95.0462265;0.785470486;0.000188818;1.178284526;-0.000181206;-0.000116696;-56.04521179;0;929748;16.98190498;0.001009303;94.99095154;0.055274963;498.581543;0.000110852;7.650062561;6.912361622;0.003582574;98.75493622;0.999578834;1.551238894;1.567020416;-0.104886442;3;7;0.631752037
940;LE-055;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA GRUESA;9.4565;-74.0185;8;8;8;0.457142857;102;0.716075778;0.084779948;6.08578968;-5.01E-05;0.000125389;-0.111713804;0;2029.527344;6.516945839;0.847542465;93.55232239;8.447677612;488.4091797;0.017002236;0.697909415;0.156248197;1.673320055;98.18380737;0.997756422;1.542267561;1.520504236;0.702160835;3;4;0.479261458
941;LE-056;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;9.466472222;-74.016;6.217518458;6.502217133;6.216666667;1.114285714;96.00523376;0.773808002;0.016578147;0.005261253;0.000127634;-5.18E-05;1.719298124;0;1422.51416;7.953328133;0.097777396;91.88972473;4.115509033;501.6142578;0.008137763;3.035075665;6.454292774;0.444879144;98.37982941;0.998432875;1.545368552;1.552697897;-0.427764475;3;4;0.563225066
942;LE-057;OBSERVACION;OCRICO;NO HAY;ENTISOL;ORTHENTS;USTORTHENTS;TYPIC USTORTHENTS;ARENOSA;9.490527778;-73.96683333;5.497915278;5.710658859;5.5;5.707142857;85;0.775384665;0.060020342;4.124386311;0.000421614;-0.000114853;11.00824165;0;945.3034668;5.935215473;0.449649781;77.56384277;7.436157227;530.6748047;0.013819003;0.17718038;1.961122036;1.34164083;99.31881714;0.998353243;1.560096264;1.497089744;3.751451969;3;4;0.514750511
943;LE-058;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;VERTIC HAPLUSTEPTS;FINA;9.481527778;-73.96008333;6.685726057;7.001947933;6.683333333;1.2;78;0.715123236;0.074398026;5.81953764;0.000220639;0.000277527;13.81776619;0;1309.766235;6.07899189;0.638456345;73.32572937;4.67427063;531.7236328;0.008714185;2.602280617;2.041630507;1.549193382;98.64102173;0.998008609;1.549449444;1.527879715;1.359559298;3;4;0.424438557
944;LE-059;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;VERTIC HAPLUSTEPTS;FINA;9.463666667;-73.94252778;6.487439259;6.953659084;6.5;6.95;73;0.775444269;0.059556309;4.124456882;-1.01E-05;-0.000215102;-4.7830019;0;1215.801514;6.194662094;0.468120009;67.94126129;5.058738708;524.9370117;0.009544866;4.861715317;6.280092716;1.330075741;98.79465485;0.998512983;1.551862836;1.535584688;0.855982184;3;4;0.500043414
945;LE-060;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA GRUESA;9.449111111;-73.93258333;5.888227886;5.485872869;5.85;5.5;67;0.785675764;0.023565862;0.785398185;6.23E-05;-2.24E-05;9.038646698;0;986.5032959;6.89416647;0.134073704;62.901577;4.098423004;520.9482422;0.007805826;7.766157627;6.825518608;1.095445156;99.28681946;0.999551237;1.559593797;1.527607083;1.443252563;3;7;0.605484402
946;LE-061;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;UDEPTS;DYSTRUDEPTS;TYPIC DYSTRUDEPTS;FINA;9.327555556;-73.85175;6.847918805;7.940173455;6.9;2.814285714;51.09028244;0.796288013;0.015248242;1.575536728;2.85E-05;-6.07E-05;8.834544182;0;18752.42578;10.61637688;0.146918446;51.0763855;0.013896942;448.1489258;3.10E-05;7.928751945;6.48336792;0.406847119;98.71071625;0.999488711;1.550544381;1.567595124;-0.22653012;1;4;0.464084297
947;LE-066;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;DYSTRUSTEPTS;TYPIC DYSTRUSTEPTS;FINA;9.510472222;-73.88786111;4.546914034;5.621047235;4.6;1.742857143;59.06410217;0.808570385;0.032341056;1.573032737;-0.000131115;-0.000398268;-3.835371017;0;19352.23828;9.89820385;0.39304769;58.99990082;0.064201355;574.387207;0.000111761;3.78745842;4.877693176;0.865764081;97.91795349;0.998699307;1.53809166;1.567596197;-0.971611023;3;4;0.384344177
948;LE-067;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;ARCILLOSA SOBRE ARENOSA;9.514416667;-73.87611111;5.608067307;6.880670491;5.666666667;6.842857143;83;0.855991364;0.070593178;2.356194496;0.000229356;0.000454738;5.669613838;0;900;5.703782558;0.547493398;62.19935608;20.80064392;553.784668;0.036201142;0.002239174;4.6807127;2.280350924;99.73256683;0.997460961;1.567377806;1.486548305;3.998091459;3;4;0.433774815
949;LE-068;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA GRUESA;9.50225;-73.85094444;6.5;6.5;6.5;6.407142857;48;0.73885113;0.046547133;5.499660492;-0.000197584;-0.000181851;-16.32625771;0;3066.595459;7.347121239;0.407376707;43.35768127;4.642318726;584.0058594;0.007886406;1.968765974;3.631726503;0.883873522;97.51715088;0.997444689;1.531795859;1.550450206;-0.466765434;3;4;0.522360191
950;LE-069;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;UDEPTS;DYSTRUDEPTS;TYPIC DYSTRUDEPTS;FRANCA GRUESA;9.069027778;-73.7015;5.500959431;5.124793272;5.5;3.714285714;57;0.797286272;0.016665202;1.573863387;-3.73E-05;-3.79E-05;-21.06401634;0;1319.228271;7.87488699;0.097014539;48.99786758;8.002132416;333.065918;0.023461983;1.867029905;5.221082211;0.767294586;98.39112091;0.999106348;1.54552412;1.548718333;-0.652972877;1;4;0.648440353
951;LS-020;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;FLUVENTIC HAPLUSTEPTS;FRANCA FINA;9.806722222;-73.62419444;6.5;6.5;6.5;6.5;57;0.809228718;0.033320997;3.141592741;-0.000192047;-6.26E-05;-31.72386169;0;900;6.802394867;0.221303463;49.17975998;7.820240021;683.2861328;0.011315538;7.842645645;3.983671904;3.224903107;99.93167877;0.999435782;1.59077847;1.457310319;4.303316593;3;8;0.471198682
952;LS-021;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;FLUVENTIC HAPLUSTEPTS;FRANCA GRUESA;9.808444444;-73.62586111;6.502944243;6.858679685;6.5;6.857142857;58;0.766446769;0.096878305;4.171969414;-0.000143778;0.000294929;-6.515028477;0;900;5.416100502;0.830424726;49.11994171;8.880058289;681.5009766;0.012862546;0.013073947;1.643218637;2.607681036;99.85205841;0.995568275;1.568765521;1.478678823;3.375986814;3;1;0.558256927
953;LS-022;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;AQUEPTS;ENDOAQUEPTS;VERTIC ENDOAQUEPTS;FINA;9.811416667;-73.63077778;6.491088304;6.75751923;6.5;3.857142857;50;0.856957018;0.07156498;2.369728088;5.51E-06;-3.18E-05;3.967386246;0;1213.807251;5.98927784;0.591663003;48.9199791;1.080020905;687.7348633;0.001567941;6.882269859;2.017569304;1.42628324;98.45703125;0.997689605;1.546559453;1.546535015;0.614362895;3;8;0.537483969
954;LS-023;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;AQUEPTS;ENDOAQUEPTS;VERTIC ENDOAQUEPTS;FINA;9.806611111;-73.63305556;6.468189059;6.754243338;6.5;3.071428571;48.83734131;0.785572708;0.000188901;2.748898506;-3.49E-09;-4.99E-09;-0.002897764;0;33444.54297;13.65680408;0.000519344;48.83734131;0;689.4067383;0;7.837488174;0.41355598;0.00358415;99.49028778;0.999925792;1.562789798;1.570706129;-1.44E-06;3;8;0.428593573
955;LS-024;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;AQUEPTS;ENDOAQUEPTS;VERTIC ENDOAQUEPTS;FINA;9.810055556;-73.63177778;7;7;7;3.8;48.89890289;0.785521567;0.000174522;3.141592741;0.000101624;5.73E-05;7.349501133;0;633618.6875;16.8657608;0.00089019;48.89580154;0.003101349;688.9375;4.50E-06;7.805739403;0.730960667;0.003583689;99.17532349;0.999743342;1.557842374;1.570697069;-0.26280883;3;8;0.462498536
956;LS-025;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;AQUEPTS;ENDOAQUEPTS;VERTIC ENDOAQUEPTS;FINA;9.813805556;-73.63425;5.990294361;6.735987251;6;4.228571429;49.00093079;0.7972489;0.016562728;3.135390043;-3.43E-05;-0.000462238;-33.29696655;0;56821.28125;11.64081383;0.204137698;48.99681473;0.004116058;687.4677734;5.99E-06;7.737639427;2.638980389;0.446809798;98.69405365;0.999295413;1.550282598;1.570643902;-0.542227149;3;8;0.638529419
957;LS-026;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;AQUEPTS;ENDOAQUEPTS;VERTIC ENDOAQUEPTS;FINA;9.818472222;-73.64055556;6.608776369;7.037990428;6.666666667;4;49.15695572;0.785572708;0.000188901;1.963490367;2.29E-05;-0.000280145;-0.526292443;0;28849.91992;13.50902271;0.000504219;49.15665436;0.000301361;684.9086914;4.40E-07;7.594890594;0.057916261;0.00358415;98.91131592;0.999661922;1.553695321;1.57064271;-0.174558386;3;8;0.418096648
958;LS-027;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;FLUVENTIC HAPLUSTEPTS;FRANCA FINA;9.895111111;-73.63586111;8.066845829;7.132266222;8;7.185714286;56.07547379;0.785568297;0.000186606;1.932637572;-3.63E-05;-6.88E-05;-65.15893555;0;9247.80957;12.38464451;0.000396327;55.49414063;0.58133316;648.4956055;0.000895631;6.970886707;0.463717014;0.003542528;99.28885651;0.999848723;1.559625745;1.569679737;-0.024819555;3;8;0.397094191
959;LS-028;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;FLUVENTIC HAPLUSTEPTS;FRANCA FINA SOBRE ESQUELETICA ARENOSA;9.895555556;-73.63288889;6.485056715;6.940484767;6.5;6.928571429;56.02004623;0.785572708;0.000188901;1.963490367;0.000106845;-0.000118098;2.383245945;0;76075;14.47863483;0.000612123;55.56522751;0.454818726;649.0776367;0.000700225;6.971124172;2.283889055;0.00358415;98.73757935;0.999266326;1.550966263;1.568858504;-0.45592922;3;8;0.59306059
960;LS-029;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;9.897555556;-73.62763889;7;7;7;5;58;0.820803404;0.03725056;2.034443855;0.000209234;0.000467846;71.87136841;0;1591.122803;6.966730118;0.270312637;55.25027084;2.749729156;647.1762695;0.004230834;6.964849949;3.806428194;1.483239651;97.67507935;0.998110712;1.534276485;1.547732353;0.117897756;3;1;0.648710205
961;LS-030;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;CALCIC HAPLUSTEPTS;FRANCA FINA;9.895916667;-73.62605556;6.96304421;7.663151874;7;6.771428571;55.3405571;0.785274744;0.000174586;6.283185482;-8.80E-05;0.000178641;-8.958765984;0;76839.03906;14.75602627;0.000584036;55.02139282;0.319164276;651.0961914;0.000489955;6.971567154;3.275995731;0.417081475;97.95082855;0.998561144;1.538608074;1.569839954;-1.634573221;3;1;0.627919996
962;LS-031;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA GRUESA;9.807861111;-73.62366667;7;7;7;7;50.01787567;0.822410941;0.06826546;1.330354929;-0.000609738;6.62E-05;-44.71816635;0;16139.33789;8.780518532;0.963383675;49.39346695;0.624408722;690.1176758;0.000903968;7.379650593;3.924060345;1.834225416;97.03401184;0.997348368;1.524215698;1.569412708;-2.061465502;3;8;0.646326281
963;LS-032;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;FLUVENTIC HAPLUSTEPTS;FRANCA FINA;9.798222222;-73.62938889;6;6;6;6;48.65296555;0.785572708;0.000188901;1.963490367;-2.84E-05;-0.000114547;-1.785148859;0;2269626;17.87428474;0.001207205;48.65296555;0;691.9335938;0;7.897804737;0.110049963;0.00358415;98.9925766;0.999657333;1.554971695;1.570649505;-0.544366241;3;8;0.640079743
964;LS-033;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;AQUEPTS;EPIAQUEPTS;VERTIC EPIAQUEPTS;FINA;9.798777778;-73.62938889;6.643598998;7.045599056;6.7;3.2;48.65730286;0.785572708;0.000188901;1.963490367;-0.000112783;-0.000195936;-54.20160675;0;8129831;19.15021133;0.001558141;48.65730286;0;691.8388672;0;7.895823479;0.057917994;0.00358415;99.0399704;0.999732494;1.555716157;1.570669532;-0.047003463;3;1;0.57547527
965;LS-034;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;AQUEPTS;ENDOAQUEPTS;AERIC ENDOAQUEPTS;FINA;9.797194444;-73.62855556;6.5;6.5;6.5;4.642857143;48.63726044;0.789708138;0.006133088;1.562461734;-3.26E-05;3.30E-05;-6.136597633;0;75631.99219;12.91821575;0.059390016;48.63611603;0.001144409;692.3183594;1.65E-06;7.90364933;0.344382316;0.162242368;98.94690704;0.999625683;1.554254293;1.570625544;-0.219722643;3;8;0.579415238
966;LS-035;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;10.04719444;-73.53694444;6.538598538;7.450237557;6.633333333;4;63.31045914;0.785521626;0.000174586;3.141592741;-0.000348412;-0.00020733;-37.9654541;0;67469592;21.53374481;0.002265398;63.30967712;0.000782013;572.15625;1.37E-06;6.953462601;0.016311321;0.003584803;98.70132446;0.999492884;1.5503968;1.570750237;-0.214977056;3;17;0.363785037
967;LS-036;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;FLUVENTIC HAPLUSTEPTS;FRANCA GRUESA;10.04266667;-73.53405556;6.5;6.5;6.5;6.5;63.2212944;0.786315203;0.041987125;3.926130533;-0.000107319;-0.000482234;-5.509625435;0;2362.498779;7.189508915;0.338195056;63.2212944;0;577.7109375;0;6.93341732;0.12956278;1.124955058;97.33615875;0.997796595;1.528952718;1.570833325;-1.206850767;3;7;0.811515855
968;LS-037;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;CALCIC HAPLUSTEPTS;FRANCA FINA;10.04275;-73.53080556;6.540600051;7.589919673;6.633333333;7.542857143;70;0.658688128;0.141449094;5.07115984;0.000208535;0.000337721;3.527708769;0;1462.448486;5.583119392;1.512435794;63.36342239;6.636577606;572.8632813;0.01145225;0.058552083;0.252358079;2.79284811;97.6566391;0.993503571;1.533986926;1.482639313;2.353495836;3;17;0.726791884
